"gene_id","gene_name","gene_type"
"ENSG00000130943.7","PKDREJ","protein_coding"
"ENSG00000075234.18","TTC38","protein_coding"
"ENSG00000075218.20","GTSE1","protein_coding"
"ENSG00000100416.16","TRMU","protein_coding"
"ENSG00000075275.18","CELSR1","protein_coding"
"ENSG00000075240.18","GRAMD4","protein_coding"
"ENSG00000100422.15","CERK","protein_coding"
"ENSG00000054611.15","TBC1D22A","protein_coding"
"ENSG00000219438.10","TAFA5","protein_coding"
"ENSG00000100425.21","BRD1","protein_coding"
"ENSG00000100426.9","ZBED4","protein_coding"
"ENSG00000182858.15","ALG12","protein_coding"
"ENSG00000184164.16","CRELD2","protein_coding"
"ENSG00000198355.6","PIM3","protein_coding"
"ENSG00000188263.11","IL17REL","protein_coding"
"ENSG00000138892.12","TTLL8","protein_coding"
"ENSG00000100427.17","MLC1","protein_coding"
"ENSG00000073146.17","MOV10L1","protein_coding"
"ENSG00000073150.14","PANX2","protein_coding"
"ENSG00000170638.11","TRABD","protein_coding"
"ENSG00000073169.15","SELENOO","protein_coding"
"ENSG00000128159.13","TUBGCP6","protein_coding"
"ENSG00000100429.19","HDAC10","protein_coding"
"ENSG00000188130.15","MAPK12","protein_coding"
"ENSG00000185386.16","MAPK11","protein_coding"
"ENSG00000196576.17","PLXNB2","protein_coding"
"ENSG00000205593.13","DENND6B","protein_coding"
"ENSG00000100239.17","PPP6R2","protein_coding"
"ENSG00000100241.23","SBF1","protein_coding"
"ENSG00000128165.9","ADM2","protein_coding"
"ENSG00000100253.14","MIOX","protein_coding"
"ENSG00000100258.19","LMF2","protein_coding"
"ENSG00000025770.20","NCAPH2","protein_coding"
"ENSG00000284194.4","SCO2","protein_coding"
"ENSG00000025708.15","TYMP","protein_coding"
"ENSG00000177989.15","CIMAP1B","protein_coding"
"ENSG00000130487.10","KLHDC7B","protein_coding"
"ENSG00000217442.4","SYCE3","protein_coding"
"ENSG00000205560.15","CPT1B","protein_coding"
"ENSG00000254413.8","CHKB-CPT1B","protein_coding"
"ENSG00000100288.21","CHKB","protein_coding"
"ENSG00000008735.15","MAPK8IP2","protein_coding"
"ENSG00000100299.19","ARSA","protein_coding"
"ENSG00000251322.12","SHANK3","protein_coding"
"ENSG00000100312.11","ACR","protein_coding"
"ENSG00000079974.20","RABL2B","protein_coding"
"ENSG00000182378.16","PLCXD1","protein_coding"
"ENSG00000178605.16","GTPBP6","protein_coding"
"ENSG00000167393.19","PPP2R3B","protein_coding"
"ENSG00000185960.15","SHOX","protein_coding"
"ENSG00000205755.13","CRLF2","protein_coding"
"ENSG00000198223.20","CSF2RA","protein_coding"
"ENSG00000185291.13","IL3RA","protein_coding"
"ENSG00000169100.15","SLC25A6","protein_coding"
"ENSG00000169093.17","ASMTL","protein_coding"
"ENSG00000182162.12","P2RY8","protein_coding"
"ENSG00000197976.13","AKAP17A","protein_coding"
"ENSG00000196433.13","ASMT","protein_coding"
"ENSG00000169084.15","DHRSX","protein_coding"
"ENSG00000214717.13","ZBED1","protein_coding"
"ENSG00000002586.21","CD99","protein_coding"
"ENSG00000124343.14","XG","protein_coding"
"ENSG00000056998.22","GYG2","protein_coding"
"ENSG00000006756.17","ARSD","protein_coding"
"ENSG00000157399.18","ARSL","protein_coding"
"ENSG00000205667.3","ARSH","protein_coding"
"ENSG00000062096.16","ARSF","protein_coding"
"ENSG00000101825.8","MXRA5","protein_coding"
"ENSG00000183943.7","PRKX","protein_coding"
"ENSG00000146938.17","NLGN4X","protein_coding"
"ENSG00000169059.14","VCX3A","protein_coding"
"ENSG00000130021.16","PUDP","protein_coding"
"ENSG00000101846.10","STS","protein_coding"
"ENSG00000182583.13","VCX","protein_coding"
"ENSG00000006757.13","PNPLA4","protein_coding"
"ENSG00000177504.10","VCX2","protein_coding"
"ENSG00000205642.11","VCX3B","protein_coding"
"ENSG00000011201.13","ANOS1","protein_coding"
"ENSG00000183304.10","FAM9A","protein_coding"
"ENSG00000177138.17","FAM9B","protein_coding"
"ENSG00000101849.19","TBL1X","protein_coding"
"ENSG00000101850.14","GPR143","protein_coding"
"ENSG00000146950.13","SHROOM2","protein_coding"
"ENSG00000310579.1","ENSG00000310579","protein_coding"
"ENSG00000234469.5","CLDN34","protein_coding"
"ENSG00000047644.20","WWC3","protein_coding"
"ENSG00000073464.14","CLCN4","protein_coding"
"ENSG00000101871.18","MID1","protein_coding"
"ENSG00000291314.1","ENSG00000291314","protein_coding"
"ENSG00000004961.16","HCCS","protein_coding"
"ENSG00000047648.23","ARHGAP6","protein_coding"
"ENSG00000125363.14","AMELX","protein_coding"
"ENSG00000005302.19","MSL3","protein_coding"
"ENSG00000169933.17","FRMPD4","protein_coding"
"ENSG00000101911.14","PRPS2","protein_coding"
"ENSG00000196664.5","TLR7","protein_coding"
"ENSG00000101916.12","TLR8","protein_coding"
"ENSG00000205542.12","TMSB4X","protein_coding"
"ENSG00000187268.12","FAM9C","protein_coding"
"ENSG00000123594.7","ATXN3L","protein_coding"
"ENSG00000198759.13","EGFL6","protein_coding"
"ENSG00000176896.10","TCEANC","protein_coding"
"ENSG00000123595.9","RAB9A","protein_coding"
"ENSG00000196459.16","TRAPPC2","protein_coding"
"ENSG00000046651.17","OFD1","protein_coding"
"ENSG00000046653.15","GPM6B","protein_coding"
"ENSG00000046647.16","GEMIN8","protein_coding"
"ENSG00000101958.14","GLRA2","protein_coding"
"ENSG00000181544.17","FANCB","protein_coding"
"ENSG00000130150.13","MOSPD2","protein_coding"
"ENSG00000102048.17","ASB9","protein_coding"
"ENSG00000165192.15","ASB11","protein_coding"
"ENSG00000165195.16","PIGA","protein_coding"
"ENSG00000165197.6","VEGFD","protein_coding"
"ENSG00000087842.12","PIR","protein_coding"
"ENSG00000102010.16","BMX","protein_coding"
"ENSG00000130234.14","ACE2","protein_coding"
"ENSG00000285602.1","ENSG00000285602","protein_coding"
"ENSG00000147003.8","CLTRN","protein_coding"
"ENSG00000169239.15","CA5B","protein_coding"
"ENSG00000169249.15","ZRSR2","protein_coding"
"ENSG00000182287.16","AP1S2","protein_coding"
"ENSG00000126010.6","GRPR","protein_coding"
"ENSG00000182798.10","MAGEB17","protein_coding"
"ENSG00000047230.16","CTPS2","protein_coding"
"ENSG00000169906.5","S100G","protein_coding"
"ENSG00000169895.7","SYAP1","protein_coding"
"ENSG00000086712.14","TXLNG","protein_coding"
"ENSG00000102054.19","RBBP7","protein_coding"
"ENSG00000169891.19","REPS2","protein_coding"
"ENSG00000188158.17","NHS","protein_coding"
"ENSG00000047634.16","SCML1","protein_coding"
"ENSG00000131831.19","RAI2","protein_coding"
"ENSG00000177324.14","BEND2","protein_coding"
"ENSG00000102098.20","SCML2","protein_coding"
"ENSG00000008086.13","CDKL5","protein_coding"
"ENSG00000102104.9","RS1","protein_coding"
"ENSG00000086717.20","PPEF1","protein_coding"
"ENSG00000044446.13","PHKA2","protein_coding"
"ENSG00000173698.19","ADGRG2","protein_coding"
"ENSG00000131828.15","PDHA1","protein_coding"
"ENSG00000180815.16","MAP3K15","protein_coding"
"ENSG00000147010.20","SH3KBP1","protein_coding"
"ENSG00000173681.18","BCLAF3","protein_coding"
"ENSG00000184368.17","MAP7D2","protein_coding"
"ENSG00000173674.12","EIF1AX","protein_coding"
"ENSG00000177189.15","RPS6KA3","protein_coding"
"ENSG00000149970.16","CNKSR2","protein_coding"
"ENSG00000185915.5","KLHL34","protein_coding"
"ENSG00000091482.9","SMPX","protein_coding"
"ENSG00000012174.13","MBTPS2","protein_coding"
"ENSG00000230797.3","YY2","protein_coding"
"ENSG00000102172.17","SMS","protein_coding"
"ENSG00000102174.10","PHEX","protein_coding"
"ENSG00000175809.6","CBLL2","protein_coding"
"ENSG00000184735.7","DDX53","protein_coding"
"ENSG00000165186.13","PTCHD1","protein_coding"
"ENSG00000123131.14","PRDX4","protein_coding"
"ENSG00000123130.18","ACOT9","protein_coding"
"ENSG00000130066.17","SAT1","protein_coding"
"ENSG00000288706.1","ENSG00000288706","protein_coding"
"ENSG00000184831.15","APOO","protein_coding"
"ENSG00000165182.13","CXorf58","protein_coding"
"ENSG00000174010.11","KLHL15","protein_coding"
"ENSG00000130741.12","EIF2S3","protein_coding"
"ENSG00000005889.17","ZFX","protein_coding"
"ENSG00000223611.7","SUPT20HL2","protein_coding"
"ENSG00000223731.4","SUPT20HL1","protein_coding"
"ENSG00000067992.18","PDK3","protein_coding"
"ENSG00000102230.14","PCYT1B","protein_coding"
"ENSG00000101868.14","POLA1","protein_coding"
"ENSG00000004848.8","ARX","protein_coding"
"ENSG00000176774.6","MAGEB18","protein_coding"
"ENSG00000232030.4","MAGEB6B","protein_coding"
"ENSG00000176746.6","MAGEB6","protein_coding"
"ENSG00000188408.5","MAGEB5","protein_coding"
"ENSG00000224960.5","PPP4R3C","protein_coding"
"ENSG00000189186.12","DCAF8L2","protein_coding"
"ENSG00000177689.10","MAGEB10","protein_coding"
"ENSG00000226372.4","DCAF8L1","protein_coding"
"ENSG00000169306.11","IL1RAPL1","protein_coding"
"ENSG00000099399.6","MAGEB2","protein_coding"
"ENSG00000198798.6","MAGEB3","protein_coding"
"ENSG00000120289.12","MAGEB4","protein_coding"
"ENSG00000214107.10","MAGEB1","protein_coding"
"ENSG00000169297.8","NR0B1","protein_coding"
"ENSG00000120280.7","TASL","protein_coding"
"ENSG00000198814.15","GK","protein_coding"
"ENSG00000157625.17","TAB3","protein_coding"
"ENSG00000132446.7","FTHL17","protein_coding"
"ENSG00000198947.18","DMD","protein_coding"
"ENSG00000185448.12","FAM47A","protein_coding"
"ENSG00000147027.5","TMEM47","protein_coding"
"ENSG00000189132.6","FAM47B","protein_coding"
"ENSG00000189023.11","MAGEB16","protein_coding"
"ENSG00000165164.14","CFAP47","protein_coding"
"ENSG00000249467.2","H2AL1Q","protein_coding"
"ENSG00000198173.5","FAM47C","protein_coding"
"ENSG00000130962.20","PRRG1","protein_coding"
"ENSG00000250349.3","ENSG00000250349","protein_coding"
"ENSG00000147036.12","LANCL3","protein_coding"
"ENSG00000047597.7","XK","protein_coding"
"ENSG00000165168.10","CYBB","protein_coding"
"ENSG00000165169.12","DYNLT3","protein_coding"
"ENSG00000187516.7","H2AP","protein_coding"
"ENSG00000229674.3","H2AL3","protein_coding"
"ENSG00000147041.13","SYTL5","protein_coding"
"ENSG00000101955.16","SRPX","protein_coding"
"ENSG00000156313.15","RPGR","protein_coding"
"ENSG00000036473.10","OTC","protein_coding"
"ENSG00000156298.14","TSPAN7","protein_coding"
"ENSG00000165175.18","MID1IP1","protein_coding"
"ENSG00000183337.19","BCOR","protein_coding"
"ENSG00000182220.16","ATP6AP2","protein_coding"
"ENSG00000238205.4","MPC1L","protein_coding"
"ENSG00000185753.14","CXorf38","protein_coding"
"ENSG00000180182.12","MED14","protein_coding"
"ENSG00000300293.2","ENSG00000300293","protein_coding"
"ENSG00000124486.16","USP9X","protein_coding"
"ENSG00000215301.12","DDX3X","protein_coding"
"ENSG00000188937.8","NYX","protein_coding"
"ENSG00000147044.24","CASK","protein_coding"
"ENSG00000171659.17","GPR34","protein_coding"
"ENSG00000171657.7","GPR82","protein_coding"
"ENSG00000102055.7","PPP1R2C","protein_coding"
"ENSG00000189221.12","MAOA","protein_coding"
"ENSG00000069535.15","MAOB","protein_coding"
"ENSG00000124479.12","NDP","protein_coding"
"ENSG00000183690.14","EFHC2","protein_coding"
"ENSG00000069509.7","FUNDC1","protein_coding"
"ENSG00000189037.8","DUSP21","protein_coding"
"ENSG00000147050.19","KDM6A","protein_coding"
"ENSG00000147113.18","DIPK2B","protein_coding"
"ENSG00000310562.1","ENSG00000310562","protein_coding"
"ENSG00000147121.17","KRBOX4","protein_coding"
"ENSG00000251192.9","ZNF674","protein_coding"
"ENSG00000147119.5","CHST7","protein_coding"
"ENSG00000065923.11","SLC9A7","protein_coding"
"ENSG00000102218.7","RP2","protein_coding"
"ENSG00000102221.14","JADE3","protein_coding"
"ENSG00000130988.14","RGN","protein_coding"
"ENSG00000147123.13","NDUFB11","protein_coding"
"ENSG00000182872.17","RBM10","protein_coding"
"ENSG00000130985.18","UBA1","protein_coding"
"ENSG00000102225.18","CDK16","protein_coding"
"ENSG00000102226.11","USP11","protein_coding"
"ENSG00000147117.8","ZNF157","protein_coding"
"ENSG00000147124.14","ZNF41","protein_coding"
"ENSG00000078061.15","ARAF","protein_coding"
"ENSG00000008056.15","SYN1","protein_coding"
"ENSG00000102265.13","TIMP1","protein_coding"
"ENSG00000126759.15","CFP","protein_coding"
"ENSG00000126767.20","ELK1","protein_coding"
"ENSG00000126756.13","UXT","protein_coding"
"ENSG00000197779.16","ZNF81","protein_coding"
"ENSG00000147118.13","ZNF182","protein_coding"
"ENSG00000221994.13","ZNF630","protein_coding"
"ENSG00000171489.11","SPACA5","protein_coding"
"ENSG00000171478.8","SPACA5B","protein_coding"
"ENSG00000165583.16","SSX5","protein_coding"
"ENSG00000126752.8","SSX1","protein_coding"
"ENSG00000165584.16","SSX3","protein_coding"
"ENSG00000268009.6","SSX4","protein_coding"
"ENSG00000269791.6","SSX4B","protein_coding"
"ENSG00000017483.17","SLC38A5","protein_coding"
"ENSG00000068438.16","FTSJ1","protein_coding"
"ENSG00000102312.25","PORCN","protein_coding"
"ENSG00000147155.12","EBP","protein_coding"
"ENSG00000286268.1","ENSG00000286268","protein_coding"
"ENSG00000068354.17","TBC1D25","protein_coding"
"ENSG00000102317.19","RBM3","protein_coding"
"ENSG00000101940.19","WDR13","protein_coding"
"ENSG00000015285.13","WAS","protein_coding"
"ENSG00000101945.18","SUV39H1","protein_coding"
"ENSG00000171433.12","GLOD5","protein_coding"
"ENSG00000102145.16","GATA1","protein_coding"
"ENSG00000094631.23","HDAC6","protein_coding"
"ENSG00000187682.2","ERAS","protein_coding"
"ENSG00000102109.10","PCSK1N","protein_coding"
"ENSG00000102103.19","PQBP1","protein_coding"
"ENSG00000126768.14","TIMM17B","protein_coding"
"ENSG00000102100.17","SLC35A2","protein_coding"
"ENSG00000102096.10","PIM2","protein_coding"
"ENSG00000068308.16","OTUD5","protein_coding"
"ENSG00000102057.12","KCND1","protein_coding"
"ENSG00000068400.15","GRIPAP1","protein_coding"
"ENSG00000068323.18","TFE3","protein_coding"
"ENSG00000147144.13","CCDC120","protein_coding"
"ENSG00000243279.5","PRAF2","protein_coding"
"ENSG00000288053.1","ENSG00000288053","protein_coding"
"ENSG00000196998.20","WDR45","protein_coding"
"ENSG00000068394.12","GPKOW","protein_coding"
"ENSG00000269313.7","MAGIX","protein_coding"
"ENSG00000102007.12","PLP2","protein_coding"
"ENSG00000012211.14","PRICKLE3","protein_coding"
"ENSG00000102003.13","SYP","protein_coding"
"ENSG00000102001.13","CACNA1F","protein_coding"
"ENSG00000101997.14","CCDC22","protein_coding"
"ENSG00000049768.19","FOXP3","protein_coding"
"ENSG00000290184.1","ENSG00000290184","protein_coding"
"ENSG00000049769.15","PPP1R3F","protein_coding"
"ENSG00000215274.6","GAGE10","protein_coding"
"ENSG00000224659.3","GAGE12J","protein_coding"
"ENSG00000274274.3","GAGE13","protein_coding"
"ENSG00000275113.1","GAGE2E","protein_coding"
"ENSG00000236737.1","GAGE12B","protein_coding"
"ENSG00000237671.5","GAGE12C","protein_coding"
"ENSG00000227488.3","GAGE12D","protein_coding"
"ENSG00000236362.10","GAGE12F","protein_coding"
"ENSG00000216649.5","GAGE12E","protein_coding"
"ENSG00000215269.6","GAGE12G","protein_coding"
"ENSG00000224902.6","GAGE12H","protein_coding"
"ENSG00000189064.10","GAGE2A","protein_coding"
"ENSG00000205777.19","GAGE1","protein_coding"
"ENSG00000068985.5","PAGE1","protein_coding"
"ENSG00000101951.19","PAGE4","protein_coding"
"ENSG00000273820.2","USP27X","protein_coding"
"ENSG00000171365.18","CLCN5","protein_coding"
"ENSG00000147081.15","AKAP4","protein_coding"
"ENSG00000147082.18","CCNB3","protein_coding"
"ENSG00000274588.3","DGKK","protein_coding"
"ENSG00000158352.19","SHROOM4","protein_coding"
"ENSG00000130385.6","BMP15","protein_coding"
"ENSG00000122824.11","NUDT10","protein_coding"
"ENSG00000187690.4","EZHIP","protein_coding"
"ENSG00000196368.5","NUDT11","protein_coding"
"ENSG00000224109.4","CENPVL3","protein_coding"
"ENSG00000283093.1","CENPVL2","protein_coding"
"ENSG00000223591.5","CENPVL1","protein_coding"
"ENSG00000189369.9","GSPT2","protein_coding"
"ENSG00000179222.19","MAGED1","protein_coding"
"ENSG00000187243.18","MAGED4B","protein_coding"
"ENSG00000154545.18","MAGED4","protein_coding"
"ENSG00000155622.8","XAGE2","protein_coding"
"ENSG00000204379.11","XAGE1A","protein_coding"
"ENSG00000204382.13","XAGE1B","protein_coding"
"ENSG00000187754.9","SSX7","protein_coding"
"ENSG00000241476.9","SSX2","protein_coding"
"ENSG00000268447.6","SSX2B","protein_coding"
"ENSG00000204363.5","SPANXN5","protein_coding"
"ENSG00000171405.14","XAGE5","protein_coding"
"ENSG00000171402.15","XAGE3","protein_coding"
"ENSG00000179304.19","FAM156B","protein_coding"
"ENSG00000268350.9","FAM156A","protein_coding"
"ENSG00000184194.7","GPR173","protein_coding"
"ENSG00000184205.15","TSPYL2","protein_coding"
"ENSG00000232593.9","KANTR","protein_coding"
"ENSG00000126012.15","KDM5C","protein_coding"
"ENSG00000124313.19","IQSEC2","protein_coding"
"ENSG00000072501.20","SMC1A","protein_coding"
"ENSG00000158423.18","RIBC1","protein_coding"
"ENSG00000072506.15","HSD17B10","protein_coding"
"ENSG00000086758.18","HUWE1","protein_coding"
"ENSG00000172943.22","PHF8","protein_coding"
"ENSG00000184083.12","FAM120C","protein_coding"
"ENSG00000196632.13","WNK3","protein_coding"
"ENSG00000158526.9","TSR2","protein_coding"
"ENSG00000102302.9","FGD1","protein_coding"
"ENSG00000130119.18","GNL3L","protein_coding"
"ENSG00000102313.9","ITIH6","protein_coding"
"ENSG00000102316.18","MAGED2","protein_coding"
"ENSG00000067445.23","TRO","protein_coding"
"ENSG00000158571.12","PFKFB1","protein_coding"
"ENSG00000169188.6","APEX2","protein_coding"
"ENSG00000158578.22","ALAS2","protein_coding"
"ENSG00000238269.10","PAGE2B","protein_coding"
"ENSG00000234068.7","PAGE2","protein_coding"
"ENSG00000182518.15","VCF2","protein_coding"
"ENSG00000158639.13","PAGE5","protein_coding"
"ENSG00000204279.8","PAGE3","protein_coding"
"ENSG00000187601.5","MAGEH1","protein_coding"
"ENSG00000247746.6","USP51","protein_coding"
"ENSG00000189299.7","FOXR2","protein_coding"
"ENSG00000083750.14","RRAGB","protein_coding"
"ENSG00000102349.19","KLF8","protein_coding"
"ENSG00000188021.9","UBQLN2","protein_coding"
"ENSG00000204272.14","NBDY","protein_coding"
"ENSG00000204271.13","SPIN3","protein_coding"
"ENSG00000186787.11","SPIN2B","protein_coding"
"ENSG00000147059.10","SPIN2A","protein_coding"
"ENSG00000165591.8","FAAH2","protein_coding"
"ENSG00000198455.5","ZXDB","protein_coding"
"ENSG00000215174.2","NLRP2B","protein_coding"
"ENSG00000198205.7","ZXDA","protein_coding"
"ENSG00000186767.7","SPIN4","protein_coding"
"ENSG00000131089.18","ARHGEF9","protein_coding"
"ENSG00000288661.1","ENSG00000288661","protein_coding"
"ENSG00000184675.11","AMER1","protein_coding"
"ENSG00000198881.10","ASB12","protein_coding"
"ENSG00000102043.16","MTMR8","protein_coding"
"ENSG00000126970.17","ZC4H2","protein_coding"
"ENSG00000102053.14","ZC3H12B","protein_coding"
"ENSG00000001497.19","LAS1L","protein_coding"
"ENSG00000147065.19","MSN","protein_coding"
"ENSG00000155659.16","VSIG4","protein_coding"
"ENSG00000089472.19","HEPH","protein_coding"
"ENSG00000131080.16","EDA2R","protein_coding"
"ENSG00000169083.19","AR","protein_coding"
"ENSG00000079482.15","OPHN1","protein_coding"
"ENSG00000181704.13","YIPF6","protein_coding"
"ENSG00000130052.14","STARD8","protein_coding"
"ENSG00000090776.7","EFNB1","protein_coding"
"ENSG00000181191.13","PJA1","protein_coding"
"ENSG00000130054.5","NALF2","protein_coding"
"ENSG00000158813.18","EDA","protein_coding"
"ENSG00000147160.10","AWAT2","protein_coding"
"ENSG00000189401.3","OTUD6A","protein_coding"
"ENSG00000089289.17","IGBP1","protein_coding"
"ENSG00000184210.6","DGAT2L6","protein_coding"
"ENSG00000204195.4","AWAT1","protein_coding"
"ENSG00000186912.7","P2RY4","protein_coding"
"ENSG00000120500.19","ARR3","protein_coding"
"ENSG00000120509.13","PDZD11","protein_coding"
"ENSG00000147127.8","RAB41","protein_coding"
"ENSG00000090889.13","KIF4A","protein_coding"
"ENSG00000130055.15","GDPD2","protein_coding"
"ENSG00000082458.13","DLG3","protein_coding"
"ENSG00000120498.14","TEX11","protein_coding"
"ENSG00000165349.13","SLC7A3","protein_coding"
"ENSG00000147164.13","SNX12","protein_coding"
"ENSG00000184481.18","FOXO4","protein_coding"
"ENSG00000204165.6","CXorf65","protein_coding"
"ENSG00000285171.1","ENSG00000285171","protein_coding"
"ENSG00000147168.14","IL2RG","protein_coding"
"ENSG00000184634.18","MED12","protein_coding"
"ENSG00000196338.16","NLGN3","protein_coding"
"ENSG00000169562.14","GJB1","protein_coding"
"ENSG00000147130.15","ZMYM3","protein_coding"
"ENSG00000147140.18","NONO","protein_coding"
"ENSG00000147166.12","ITGB1BP2","protein_coding"
"ENSG00000147133.19","TAF1","protein_coding"
"ENSG00000147162.16","OGT","protein_coding"
"ENSG00000147174.13","GCNA","protein_coding"
"ENSG00000186810.8","CXCR3","protein_coding"
"ENSG00000283599.3","ENSG00000283599","protein_coding"
"ENSG00000215115.7","CXorf49","protein_coding"
"ENSG00000215113.7","CXorf49B","protein_coding"
"ENSG00000204131.11","NHSL2","protein_coding"
"ENSG00000242732.6","RTL5","protein_coding"
"ENSG00000102309.16","PIN4","protein_coding"
"ENSG00000186871.7","ERCC6L","protein_coding"
"ENSG00000198034.12","RPS4X","protein_coding"
"ENSG00000125931.12","CITED1","protein_coding"
"ENSG00000285547.1","ENSG00000285547","protein_coding"
"ENSG00000147099.22","HDAC8","protein_coding"
"ENSG00000067177.16","PHKA1","protein_coding"
"ENSG00000184911.15","DMRTC1B","protein_coding"
"ENSG00000268994.3","FAM236B","protein_coding"
"ENSG00000225396.6","FAM236D","protein_coding"
"ENSG00000269502.6","DMRTC1","protein_coding"
"ENSG00000283594.1","FAM236C","protein_coding"
"ENSG00000275520.2","FAM236A","protein_coding"
"ENSG00000184388.6","PABPC1L2B","protein_coding"
"ENSG00000186288.5","PABPC1L2A","protein_coding"
"ENSG00000186462.10","NAP1L2","protein_coding"
"ENSG00000131264.5","CDX4","protein_coding"
"ENSG00000204116.12","CHIC1","protein_coding"
"ENSG00000187969.6","ZCCHC13","protein_coding"
"ENSG00000147100.12","SLC16A2","protein_coding"
"ENSG00000131263.14","RLIM","protein_coding"
"ENSG00000050030.16","NEXMIF","protein_coding"
"ENSG00000131269.20","ABCB7","protein_coding"
"ENSG00000094841.15","UPRT","protein_coding"
"ENSG00000102383.15","ZDHHC15","protein_coding"
"ENSG00000186675.7","MAGEE2","protein_coding"
"ENSG00000102390.13","PBDC1","protein_coding"
"ENSG00000198934.5","MAGEE1","protein_coding"
"ENSG00000196468.8","FGF16","protein_coding"
"ENSG00000085224.23","ATRX","protein_coding"
"ENSG00000102158.23","MAGT1","protein_coding"
"ENSG00000131174.8","COX7B","protein_coding"
"ENSG00000165240.22","ATP7A","protein_coding"
"ENSG00000102144.16","PGK1","protein_coding"
"ENSG00000226784.3","PGAM4","protein_coding"
"ENSG00000187325.6","TAF9B","protein_coding"
"ENSG00000173198.7","CYSLTR1","protein_coding"
"ENSG00000179300.5","RTL3","protein_coding"
"ENSG00000147145.15","LPAR4","protein_coding"
"ENSG00000078589.14","P2RY10","protein_coding"
"ENSG00000147138.4","GPR174","protein_coding"
"ENSG00000078596.12","ITM2A","protein_coding"
"ENSG00000122145.16","TBX22","protein_coding"
"ENSG00000174016.12","TENT5D","protein_coding"
"ENSG00000165288.11","BRWD3","protein_coding"
"ENSG00000198157.12","HMGN5","protein_coding"
"ENSG00000131171.14","SH3BGRL","protein_coding"
"ENSG00000196767.9","POU3F4","protein_coding"
"ENSG00000183035.13","CYLC1","protein_coding"
"ENSG00000072133.13","RPS6KA6","protein_coding"
"ENSG00000165259.15","HDX","protein_coding"
"ENSG00000155008.17","APOOL","protein_coding"
"ENSG00000184788.15","SATL1","protein_coding"
"ENSG00000147180.18","ZNF711","protein_coding"
"ENSG00000124429.19","POF1B","protein_coding"
"ENSG00000188419.15","CHM","protein_coding"
"ENSG00000126733.22","DACH2","protein_coding"
"ENSG00000102271.15","KLHL4","protein_coding"
"ENSG00000147183.10","CPXCR1","protein_coding"
"ENSG00000153779.11","TGIF2LX","protein_coding"
"ENSG00000174740.8","PABPC5","protein_coding"
"ENSG00000102290.23","PCDH11X","protein_coding"
"ENSG00000186310.10","NAP1L3","protein_coding"
"ENSG00000179083.8","FAM133A","protein_coding"
"ENSG00000147202.19","DIAPH2","protein_coding"
"ENSG00000204086.4","RPA4","protein_coding"
"ENSG00000165194.16","PCDH19","protein_coding"
"ENSG00000000005.6","TNMD","protein_coding"
"ENSG00000000003.17","TSPAN6","protein_coding"
"ENSG00000102359.9","SRPX2","protein_coding"
"ENSG00000102362.17","SYTL4","protein_coding"
"ENSG00000101811.16","CSTF2","protein_coding"
"ENSG00000007952.19","NOX1","protein_coding"
"ENSG00000182489.9","XKRX","protein_coding"
"ENSG00000174225.15","ARL13A","protein_coding"
"ENSG00000188917.16","TRMT2B","protein_coding"
"ENSG00000126950.8","TMEM35A","protein_coding"
"ENSG00000102384.15","CENPI","protein_coding"
"ENSG00000102385.14","DRP2","protein_coding"
"ENSG00000102387.16","TAF7L","protein_coding"
"ENSG00000126953.9","TIMM8A","protein_coding"
"ENSG00000010671.19","BTK","protein_coding"
"ENSG00000241343.11","RPL36A","protein_coding"
"ENSG00000257529.5","RPL36A-HNRNPH2","protein_coding"
"ENSG00000102393.15","GLA","protein_coding"
"ENSG00000126945.10","HNRNPH2","protein_coding"
"ENSG00000196440.12","ARMCX4","protein_coding"
"ENSG00000126947.14","ARMCX1","protein_coding"
"ENSG00000198960.12","ARMCX6","protein_coding"
"ENSG00000102401.21","ARMCX3","protein_coding"
"ENSG00000184867.15","ARMCX2","protein_coding"
"ENSG00000166432.17","ZMAT1","protein_coding"
"ENSG00000184905.10","TCEAL2","protein_coding"
"ENSG00000204071.11","TCEAL6","protein_coding"
"ENSG00000184515.12","BEX5","protein_coding"
"ENSG00000268235.9","TCP11X1","protein_coding"
"ENSG00000269405.7","NXF2","protein_coding"
"ENSG00000269437.8","NXF2B","protein_coding"
"ENSG00000284800.2","ENSG00000284800","protein_coding"
"ENSG00000215029.12","TCP11X2","protein_coding"
"ENSG00000158164.8","TMSB15A","protein_coding"
"ENSG00000125962.17","ARMCX5","protein_coding"
"ENSG00000198932.14","GPRASP1","protein_coding"
"ENSG00000158301.21","GPRASP2","protein_coding"
"ENSG00000286237.1","ARMCX5-GPRASP2","protein_coding"
"ENSG00000198908.13","GPRASP3","protein_coding"
"ENSG00000102128.8","RAB40AL","protein_coding"
"ENSG00000133169.7","BEX1","protein_coding"
"ENSG00000147206.17","NXF3","protein_coding"
"ENSG00000102409.11","BEX4","protein_coding"
"ENSG00000180964.18","TCEAL8","protein_coding"
"ENSG00000204065.4","TCEAL5","protein_coding"
"ENSG00000133134.13","BEX2","protein_coding"
"ENSG00000182916.9","TCEAL7","protein_coding"
"ENSG00000185222.11","TCEAL9","protein_coding"
"ENSG00000166681.15","BEX3","protein_coding"
"ENSG00000172476.5","RAB40A","protein_coding"
"ENSG00000133142.20","TCEAL4","protein_coding"
